nmse_db,cdf
-27.7931824465904,0.00119904076738609
-27.5320337783741,0.00470438941865411
-27.2708851101577,0.00793735837721657
-27.0097364419414,0.0121507617822051
-26.748587773725,0.0145593964320763
-26.4874391055086,0.0193602642337177
-26.2262904372923,0.0219069474179762
-25.9651417690759,0.0224799403728809
-25.7039931008596,0.0246688481205749
-25.4428444326432,0.0280378336304182
-25.1816957644269,0.0301103306611307
-24.9205470962105,0.033714734726
-24.6593984279942,0.0367514617258707
-24.3982497597778,0.0396659790091256
-24.1371010915615,0.0403386773823997
-23.8759524233451,0.0436859865436991
-23.6148037551287,0.0482318784500101
-23.3536550869124,0.0508218559169031
-23.092506418696,0.0595184243585203
-22.8313577504797,0.0688438906911815
-22.5702090822633,0.0778473035927388
-22.309060414047,0.0811347424978903
-22.0479117458306,0.0859023222270247
-21.7867630776143,0.0892658490555469
-21.5256144093979,0.0916678012653675
-21.2644657411815,0.0971800426796967
-21.0033170729652,0.100863797633299
-20.7421684047488,0.102256508210446
-20.4810197365325,0.10388560099621
-20.2198710683161,0.108611243225954
-19.9587224000998,0.109920646123235
-19.6975737318834,0.112966665877691
-19.4364250636671,0.114359219443588
-19.1752763954507,0.118358803211204
-18.9141277272344,0.121365047142969
-18.652979059018,0.121895829560996
-18.3918303908016,0.123842515798014
-18.1306817225853,0.134325876552985
-17.8695330543689,0.14461883578888
-17.6083843861526,0.151891249120682
-17.3472357179362,0.157817025168349
-17.0860870497199,0.163217851713871
-16.8249383815035,0.168695636071851
-16.5637897132872,0.171285771500078
-16.3026410450708,0.182335490993984
-16.0414923768545,0.195129374580698
-15.7803437086381,0.208761356071189
-15.5191950404217,0.217761493421553
-15.2580463722054,0.228204473093368
-14.996897703989,0.239025774391233
-14.7357490357727,0.242729365529639
-14.4746003675563,0.247409113694588
-14.21345169934,0.253711973839844
-13.9523030311236,0.258104021227101
-13.6911543629073,0.26048810743163
-13.4300056946909,0.262822589507283
-13.1688570264746,0.265404906913555
-12.9077083582582,0.267723986006884
-12.6465596900418,0.269439513174268
-12.3854110218255,0.272522593928603
-12.1242623536091,0.295146700395757
-11.8631136853928,0.314771169601449
-11.6019650171764,0.331359539224539
-11.3408163489601,0.337027988544117
-11.0796676807437,0.344292448498238
-10.8185190125274,0.346973840205721
-10.557370344311,0.349704001697366
-10.2962216760946,0.355852003304527
-10.0350730078783,0.362571699875943
-9.77392433966194,0.368107944398323
-9.51277567144558,0.370750075735335
-9.25162700322923,0.375307526316135
-8.99047833501288,0.376259527575519
-8.72932966679652,0.378341841951743
-8.46818099858017,0.382498607695966
-8.20703233036381,0.385451126609584
-7.94588366214746,0.392414091591802
-7.6847349939311,0.394143351222418
-7.42358632571475,0.419068161487454
-7.16243765749839,0.434713805390258
-6.90128898928204,0.457443343869667
-6.64014032106568,0.479741557111792
-6.37899165284933,0.526973556133738
-6.11784298463298,0.548940849994945
-5.85669431641662,0.569392144196238
-5.59554564820026,0.578755933229398
-5.33439697998391,0.586785768811698
-5.07324831176756,0.591493327829772
-4.8120996435512,0.595586246601957
-4.55095097533485,0.597069144838379
-4.28980230711849,0.602870357950985
-4.02865363890214,0.609007640693148
-3.76750497068578,0.617120552100941
-3.50635630246943,0.63296540252342
-3.24520763425307,0.645374230765324
-2.98405896603672,0.674489904993109
-2.72291029782036,0.698504220321839
-2.46176162960401,0.712266858504872
-2.20061296138765,0.723335243167813
-1.9394642931713,0.74001354378709
-1.67831562495494,0.7499658900382
-1.41716695673859,0.755933505455992
-1.15601828852223,0.758872568577798
-0.894869620305879,0.762601868846757
-0.633720952089526,0.765576465005981
-0.372572283873168,0.76878851421177
-0.111423615656815,0.770688954077254
0.149725052559539,0.776371151009751
0.410873720775893,0.782947757229587
0.67202238899225,0.78409978987375
0.933171057208604,0.787714673226204
1.19431972542496,0.78916717759053
1.45546839364131,0.789931724863302
1.71661706185767,0.791416778158008
1.97776573007402,0.79175222399197
2.23891439829038,0.792087669825932
2.50006306650673,0.792423115659893
2.76121173472309,0.795006513135087
3.02236040293944,0.796613139596805
3.28350907115579,0.797359882135503
3.54465773937215,0.805243130826443
3.80580640758851,0.815606862847674
4.06695507580486,0.818835195282578
4.32810374402122,0.827388604097738
4.58925241223757,0.832297363053
4.85040108045392,0.839109338546707
5.11154974867028,0.843848797850742
5.37269841688663,0.850167937791633
5.63384708510299,0.856908165814902
5.89499575331935,0.862207508161928
6.1561444215357,0.865379878420223
6.41729308975205,0.869929138159955
6.67844175796841,0.874631858720167
6.93959042618476,0.877272785604331
7.20073909440112,0.87973974588334
7.46188776261747,0.880981278522349
7.72303643083383,0.884947719912236
7.98418509905018,0.888251646562895
8.24533376726653,0.893464570811854
8.50648243548289,0.895092285515519
8.76763110369925,0.898179783470605
9.0287797719156,0.904184241442661
9.28992844013196,0.906625543915695
9.55107710834831,0.913221394349712
9.81222577656466,0.91946943169088
10.073374444781,0.92374931323998
10.3345231129974,0.927972229556433
10.5956717812137,0.933049073308963
10.8568204494301,0.940704067682238
11.1179691176464,0.9489658496283
11.3791177858628,0.953991313186275
11.6402664540791,0.959710320644623
11.9014151222955,0.96558819943462
12.1625637905119,0.969743453405959
12.4237124587282,0.972747618152978
12.6848611269446,0.973705191212675
12.9460097951609,0.976397439015319
13.2071584633773,0.977235961739489
13.4683071315936,0.980247577680411
13.72945579981,0.98117180135297
13.9906044680263,0.983280499830158
14.2517531362427,0.984198649536489
14.5129018044591,0.986558811137445
14.7740504726754,0.987674859252406
15.0351991408918,0.988636077772202
15.2963478091081,0.990663179891976
15.5574964773245,0.992956678024696
15.8186451455408,0.993720025995092
16.0797938137572,0.994326180537414
16.3409424819735,0.994838799611331
16.6020911501899,0.996172566200132
16.8632398184062,0.996694089775155
17.1243884866226,0.997006698842089
17.385537154839,0.997319307909023
17.6466858230553,0.997617668040876
17.9078344912717,0.99778179152662
18.168983159488,0.997945915012364
18.4301318277044,0.998110038498108
18.6912804959207,0.998274161983852
18.9524291641371,0.998438285469596
19.2135778323534,0.998602408955339
19.4747265005698,0.998766532441083
19.7358751687861,0.998854220359871
19.9970238370025,0.998921619162232
20.2581725052189,0.998989017964592
20.5193211734352,0.999056416766953
20.7804698416516,0.999123815569313
21.0416185098679,0.999191214371674
21.3027671780843,0.999258613174034
21.5639158463006,0.999326011976395
21.825064514517,0.999393410778755
22.0862131827333,0.999460809581116
22.3473618509497,0.999528208383476
22.608510519166,0.999595607185837
22.8696591873824,0.999663005988197
23.1308078555988,0.999730404790558
23.3919565238151,0.999797803592918
23.6531051920315,0.999865202395279
23.9142538602478,0.999932601197639
24.1754025284642,1.0
