label,nmse_db,cdf
"Baseline 4: Closest RU, fixed beams (0°/0°)",1.45546839364131,0.789931724863302
"Baseline 4: Closest RU, fixed beams (0°/0°)",1.71661706185767,0.791416778158008
"Baseline 4: Closest RU, fixed beams (0°/0°)",1.97776573007402,0.79175222399197
"Baseline 4: Closest RU, fixed beams (0°/0°)",2.23891439829038,0.792087669825932
"Baseline 4: Closest RU, fixed beams (0°/0°)",2.50006306650673,0.792423115659893
"Baseline 4: Closest RU, fixed beams (0°/0°)",2.76121173472309,0.795006513135087
"Baseline 4: Closest RU, fixed beams (0°/0°)",3.02236040293944,0.796613139596805
"Baseline 4: Closest RU, fixed beams (0°/0°)",3.28350907115579,0.797359882135503
"Baseline 4: Closest RU, fixed beams (0°/0°)",3.54465773937215,0.805243130826443
"Baseline 4: Closest RU, fixed beams (0°/0°)",3.80580640758851,0.815606862847674
"Baseline 4: Closest RU, fixed beams (0°/0°)",4.06695507580486,0.818835195282578
"Baseline 4: Closest RU, fixed beams (0°/0°)",4.32810374402122,0.827388604097738
"Baseline 4: Closest RU, fixed beams (0°/0°)",4.58925241223757,0.832297363053
"Baseline 4: Closest RU, fixed beams (0°/0°)",4.85040108045392,0.839109338546707
"Baseline 4: Closest RU, fixed beams (0°/0°)",5.11154974867028,0.843848797850742
"Baseline 4: Closest RU, fixed beams (0°/0°)",5.37269841688663,0.850167937791633
"Baseline 4: Closest RU, fixed beams (0°/0°)",5.63384708510299,0.856908165814902
"Baseline 4: Closest RU, fixed beams (0°/0°)",5.89499575331935,0.862207508161928
"Baseline 4: Closest RU, fixed beams (0°/0°)",6.1561444215357,0.865379878420223
"Baseline 4: Closest RU, fixed beams (0°/0°)",6.41729308975205,0.869929138159955
"Baseline 4: Closest RU, fixed beams (0°/0°)",6.67844175796841,0.874631858720167
"Baseline 4: Closest RU, fixed beams (0°/0°)",6.93959042618476,0.877272785604331
"Baseline 4: Closest RU, fixed beams (0°/0°)",7.20073909440112,0.87973974588334
"Baseline 4: Closest RU, fixed beams (0°/0°)",7.46188776261747,0.880981278522349
"Baseline 4: Closest RU, fixed beams (0°/0°)",7.72303643083383,0.884947719912236
"Baseline 4: Closest RU, fixed beams (0°/0°)",7.98418509905018,0.888251646562895
"Baseline 4: Closest RU, fixed beams (0°/0°)",8.24533376726653,0.893464570811854
"Baseline 4: Closest RU, fixed beams (0°/0°)",8.50648243548289,0.895092285515519
"Baseline 4: Closest RU, fixed beams (0°/0°)",8.76763110369925,0.898179783470605
"Baseline 4: Closest RU, fixed beams (0°/0°)",9.0287797719156,0.904184241442661
"Baseline 4: Closest RU, fixed beams (0°/0°)",9.28992844013196,0.906625543915695
"Baseline 4: Closest RU, fixed beams (0°/0°)",9.55107710834831,0.913221394349712
"Baseline 4: Closest RU, fixed beams (0°/0°)",9.81222577656466,0.91946943169088
"Baseline 4: Closest RU, fixed beams (0°/0°)",10.073374444781,0.92374931323998
"Baseline 4: Closest RU, fixed beams (0°/0°)",10.3345231129974,0.927972229556433
"Baseline 4: Closest RU, fixed beams (0°/0°)",10.5956717812137,0.933049073308963
"Baseline 4: Closest RU, fixed beams (0°/0°)",10.8568204494301,0.940704067682238
"Baseline 4: Closest RU, fixed beams (0°/0°)",11.1179691176464,0.9489658496283
"Baseline 4: Closest RU, fixed beams (0°/0°)",11.3791177858628,0.953991313186275
"Baseline 4: Closest RU, fixed beams (0°/0°)",11.6402664540791,0.959710320644623
"Baseline 4: Closest RU, fixed beams (0°/0°)",11.9014151222955,0.96558819943462
"Baseline 4: Closest RU, fixed beams (0°/0°)",12.1625637905119,0.969743453405959
"Baseline 4: Closest RU, fixed beams (0°/0°)",12.4237124587282,0.972747618152978
"Baseline 4: Closest RU, fixed beams (0°/0°)",12.6848611269446,0.973705191212675
"Baseline 4: Closest RU, fixed beams (0°/0°)",12.9460097951609,0.976397439015319
"Baseline 4: Closest RU, fixed beams (0°/0°)",13.2071584633773,0.977235961739489
"Baseline 4: Closest RU, fixed beams (0°/0°)",13.4683071315936,0.980247577680411
"Baseline 4: Closest RU, fixed beams (0°/0°)",13.72945579981,0.98117180135297
"Baseline 4: Closest RU, fixed beams (0°/0°)",13.9906044680263,0.983280499830158
"Baseline 4: Closest RU, fixed beams (0°/0°)",14.2517531362427,0.984198649536489
"Baseline 4: Closest RU, fixed beams (0°/0°)",14.5129018044591,0.986558811137445
"Baseline 4: Closest RU, fixed beams (0°/0°)",14.7740504726754,0.987674859252406
"Baseline 4: Closest RU, fixed beams (0°/0°)",15.0351991408918,0.988636077772202
"Baseline 4: Closest RU, fixed beams (0°/0°)",15.2963478091081,0.990663179891976
"Baseline 4: Closest RU, fixed beams (0°/0°)",15.5574964773245,0.992956678024696
"Baseline 4: Closest RU, fixed beams (0°/0°)",15.8186451455408,0.993720025995092
"Baseline 4: Closest RU, fixed beams (0°/0°)",16.0797938137572,0.994326180537414
"Baseline 4: Closest RU, fixed beams (0°/0°)",16.3409424819735,0.994838799611331
"Baseline 4: Closest RU, fixed beams (0°/0°)",16.6020911501899,0.996172566200132
"Baseline 4: Closest RU, fixed beams (0°/0°)",16.8632398184062,0.996694089775155
"Baseline 4: Closest RU, fixed beams (0°/0°)",17.1243884866226,0.997006698842089
"Baseline 4: Closest RU, fixed beams (0°/0°)",17.385537154839,0.997319307909023
"Baseline 4: Closest RU, fixed beams (0°/0°)",17.6466858230553,0.997617668040876
"Baseline 4: Closest RU, fixed beams (0°/0°)",17.9078344912717,0.99778179152662
"Baseline 4: Closest RU, fixed beams (0°/0°)",18.168983159488,0.997945915012364
"Baseline 4: Closest RU, fixed beams (0°/0°)",18.4301318277044,0.998110038498108
"Baseline 4: Closest RU, fixed beams (0°/0°)",18.6912804959207,0.998274161983852
"Baseline 4: Closest RU, fixed beams (0°/0°)",18.9524291641371,0.998438285469596
"Baseline 4: Closest RU, fixed beams (0°/0°)",19.2135778323534,0.998602408955339
"Baseline 4: Closest RU, fixed beams (0°/0°)",19.4747265005698,0.998766532441083
"Baseline 4: Closest RU, fixed beams (0°/0°)",19.7358751687861,0.998854220359871
"Baseline 4: Closest RU, fixed beams (0°/0°)",19.9970238370025,0.998921619162232
"Baseline 4: Closest RU, fixed beams (0°/0°)",20.2581725052189,0.998989017964592
"Baseline 4: Closest RU, fixed beams (0°/0°)",20.5193211734352,0.999056416766953
"Baseline 4: Closest RU, fixed beams (0°/0°)",20.7804698416516,0.999123815569313
"Baseline 4: Closest RU, fixed beams (0°/0°)",21.0416185098679,0.999191214371674
"Baseline 4: Closest RU, fixed beams (0°/0°)",21.3027671780843,0.999258613174034
"Baseline 4: Closest RU, fixed beams (0°/0°)",21.5639158463006,0.999326011976395
"Baseline 4: Closest RU, fixed beams (0°/0°)",21.825064514517,0.999393410778755
"Baseline 4: Closest RU, fixed beams (0°/0°)",22.0862131827333,0.999460809581116
"Baseline 4: Closest RU, fixed beams (0°/0°)",22.3473618509497,0.999528208383476
"Baseline 4: Closest RU, fixed beams (0°/0°)",22.608510519166,0.999595607185837
"Baseline 4: Closest RU, fixed beams (0°/0°)",22.8696591873824,0.999663005988197
"Baseline 4: Closest RU, fixed beams (0°/0°)",23.1308078555988,0.999730404790558
"Baseline 4: Closest RU, fixed beams (0°/0°)",23.3919565238151,0.999797803592918
"Baseline 4: Closest RU, fixed beams (0°/0°)",23.6531051920315,0.999865202395279
"Baseline 4: Closest RU, fixed beams (0°/0°)",23.9142538602478,0.999932601197639
"Baseline 4: Closest RU, fixed beams (0°/0°)",24.1754025284642,1.0
Approach 1: \ghz CSI input,-27.7931824465904,0.00119904076738609
Approach 1: \ghz CSI input,-27.4720661250784,0.00522923401099384
Approach 1: \ghz CSI input,-27.1509498035664,0.00780843871471779
Approach 1: \ghz CSI input,-26.8298334820544,0.0127410927516738
Approach 1: \ghz CSI input,-26.5087171605424,0.0169162615786934
Approach 1: \ghz CSI input,-26.1876008390303,0.0195937557177324
Approach 1: \ghz CSI input,-25.8664845175183,0.0202983252305237
Approach 1: \ghz CSI input,-25.5453681960063,0.0249832698381104
Approach 1: \ghz CSI input,-25.2242518744943,0.0273441639054033
Approach 1: \ghz CSI input,-24.9031355529823,0.0314852943380624
Approach 1: \ghz CSI input,-24.5820192314703,0.0354091118750558
Approach 1: \ghz CSI input,-24.2609029099582,0.037621692127334
Approach 1: \ghz CSI input,-23.9397865884462,0.0398655034389119
Approach 1: \ghz CSI input,-23.6186702669342,0.0458053993442165
Approach 1: \ghz CSI input,-23.2975539454222,0.0494943409658712
Approach 1: \ghz CSI input,-22.9764376239102,0.0564166625768167
Approach 1: \ghz CSI input,-22.6553213023982,0.0602529141260214
Approach 1: \ghz CSI input,-22.3342049808861,0.0637621926973563
Approach 1: \ghz CSI input,-22.0130886593741,0.0681765337342869
Approach 1: \ghz CSI input,-21.6919723378621,0.0711113062376065
Approach 1: \ghz CSI input,-21.3708560163501,0.0753148815504318
Approach 1: \ghz CSI input,-21.0497396948381,0.0800730143743994
Approach 1: \ghz CSI input,-20.7286233733261,0.084269561042932
Approach 1: \ghz CSI input,-20.407507051814,0.0871049146798462
Approach 1: \ghz CSI input,-20.086390730302,0.0926372911985629
Approach 1: \ghz CSI input,-19.76527440879,0.0946575849907716
Approach 1: \ghz CSI input,-19.444158087278,0.0961427776903112
Approach 1: \ghz CSI input,-19.123041765766,0.100183789492727
Approach 1: \ghz CSI input,-18.801925444254,0.103325927669744
Approach 1: \ghz CSI input,-18.4808091227419,0.104237758379977
Approach 1: \ghz CSI input,-18.1596928012299,0.113715582520037
Approach 1: \ghz CSI input,-17.8385764797179,0.124675963406296
Approach 1: \ghz CSI input,-17.5174601582059,0.134667794767974
Approach 1: \ghz CSI input,-17.1963438366939,0.140172455418685
Approach 1: \ghz CSI input,-16.8752275151819,0.147770639143566
Approach 1: \ghz CSI input,-16.5541111936698,0.150951326117573
Approach 1: \ghz CSI input,-16.2329948721578,0.164253219574023
Approach 1: \ghz CSI input,-15.9118785506458,0.18302911901334
Approach 1: \ghz CSI input,-15.5907622291338,0.193279610362516
Approach 1: \ghz CSI input,-15.2696459076218,0.200332692280199
Approach 1: \ghz CSI input,-14.9485295861098,0.207504321517908
Approach 1: \ghz CSI input,-14.6274132645977,0.210292069381798
Approach 1: \ghz CSI input,-14.3062969430857,0.215884964171967
Approach 1: \ghz CSI input,-13.9851806215737,0.221541317289167
Approach 1: \ghz CSI input,-13.6640643000617,0.224968390716571
Approach 1: \ghz CSI input,-13.3429479785497,0.229257550618917
Approach 1: \ghz CSI input,-13.0218316570377,0.232267868436465
Approach 1: \ghz CSI input,-12.7007153355256,0.236272338436941
Approach 1: \ghz CSI input,-12.3795990140136,0.237372164333695
Approach 1: \ghz CSI input,-12.0584826925016,0.261943399979548
Approach 1: \ghz CSI input,-11.7373663709896,0.280364553287393
Approach 1: \ghz CSI input,-11.4162500494776,0.293871169212309
Approach 1: \ghz CSI input,-11.0951337279656,0.303387126105434
Approach 1: \ghz CSI input,-10.7740174064535,0.307062295987239
Approach 1: \ghz CSI input,-10.4529010849415,0.309090821329639
Approach 1: \ghz CSI input,-10.1317847634295,0.315411434049254
Approach 1: \ghz CSI input,-9.8106684419175,0.321149401913958
Approach 1: \ghz CSI input,-9.48955212040548,0.327745374513104
Approach 1: \ghz CSI input,-9.16843579889346,0.332246430513235
Approach 1: \ghz CSI input,-8.84731947738145,0.337447768461335
Approach 1: \ghz CSI input,-8.52620315586943,0.342339208329436
Approach 1: \ghz CSI input,-8.20508683435741,0.344622891165876
Approach 1: \ghz CSI input,-7.8839705128454,0.347297055526285
Approach 1: \ghz CSI input,-7.56285419133338,0.354216614917508
Approach 1: \ghz CSI input,-7.24173786982136,0.38756828856138
Approach 1: \ghz CSI input,-6.92062154830935,0.403995732146684
Approach 1: \ghz CSI input,-6.59950522679733,0.42191375128875
Approach 1: \ghz CSI input,-6.27838890528531,0.471412618300968
Approach 1: \ghz CSI input,-5.9572725837733,0.492891521515275
Approach 1: \ghz CSI input,-5.63615626226128,0.509708779268144
Approach 1: \ghz CSI input,-5.31503994074927,0.513491672618776
Approach 1: \ghz CSI input,-4.99392361923725,0.525267299700738
Approach 1: \ghz CSI input,-4.67280729772523,0.526428282988789
Approach 1: \ghz CSI input,-4.35169097621322,0.535989187112935
Approach 1: \ghz CSI input,-4.0305746547012,0.541779109078435
Approach 1: \ghz CSI input,-3.70945833318918,0.556654573278794
Approach 1: \ghz CSI input,-3.38834201167717,0.575867510556192
Approach 1: \ghz CSI input,-3.06722569016515,0.600698606419587
Approach 1: \ghz CSI input,-2.74610936865313,0.631588174805314
Approach 1: \ghz CSI input,-2.42499304714112,0.651114134658811
Approach 1: \ghz CSI input,-2.1038767256291,0.665498590858502
Approach 1: \ghz CSI input,-1.78276040411708,0.682306603879237
Approach 1: \ghz CSI input,-1.46164408260507,0.689841752517889
Approach 1: \ghz CSI input,-1.14052776109305,0.697977907221924
Approach 1: \ghz CSI input,-0.819411439581035,0.708420404972961
Approach 1: \ghz CSI input,-0.498295118069016,0.720716363549772
Approach 1: \ghz CSI input,-0.177178796557001,0.724552053111729
Approach 1: \ghz CSI input,0.143937524955014,0.731723875992033
Approach 1: \ghz CSI input,0.465053846467033,0.735615614719769
Approach 1: \ghz CSI input,0.786170167979048,0.741973756410379
Approach 1: \ghz CSI input,1.10728648949106,0.74361380796114
Approach 1: \ghz CSI input,1.42840281100308,0.744416408500103
Approach 1: \ghz CSI input,1.7495191325151,0.750969708124564
Approach 1: \ghz CSI input,2.07063545402711,0.753214684402645
Approach 1: \ghz CSI input,2.39175177553913,0.753797941867772
Approach 1: \ghz CSI input,2.71286809705115,0.756754155817916
Approach 1: \ghz CSI input,3.03398441856316,0.764998543363665
Approach 1: \ghz CSI input,3.35510074007518,0.770391721586741
Approach 1: \ghz CSI input,3.6762170615872,0.780282177791985
Approach 1: \ghz CSI input,3.99733338309921,0.788496962333655
Approach 1: \ghz CSI input,4.31844970461123,0.801905497610775
Approach 1: \ghz CSI input,4.63956602612324,0.816780098923007
Approach 1: \ghz CSI input,4.96068234763526,0.829874130450695
Approach 1: \ghz CSI input,5.28179866914728,0.83784982755824
Approach 1: \ghz CSI input,5.6029149906593,0.853764756373323
Approach 1: \ghz CSI input,5.92403131217131,0.858900517688957
Approach 1: \ghz CSI input,6.24514763368333,0.865557489807075
Approach 1: \ghz CSI input,6.56626395519534,0.876876510208096
Approach 1: \ghz CSI input,6.88738027670736,0.881646575268679
Approach 1: \ghz CSI input,7.20849659821938,0.891046107711239
Approach 1: \ghz CSI input,7.5296129197314,0.897650794761018
Approach 1: \ghz CSI input,7.85072924124341,0.905658386334814
Approach 1: \ghz CSI input,8.17184556275543,0.913904555030172
Approach 1: \ghz CSI input,8.49296188426744,0.916755577235734
Approach 1: \ghz CSI input,8.81407820577946,0.919801226178187
Approach 1: \ghz CSI input,9.13519452729148,0.92165358922
Approach 1: \ghz CSI input,9.45631084880349,0.923853026724127
Approach 1: \ghz CSI input,9.77742717031551,0.927510367700548
Approach 1: \ghz CSI input,10.0985434918275,0.932326507834296
Approach 1: \ghz CSI input,10.4196598133395,0.938075541406279
Approach 1: \ghz CSI input,10.7407761348516,0.94352470578369
Approach 1: \ghz CSI input,11.0618924563636,0.954989878634025
Approach 1: \ghz CSI input,11.3830087778756,0.962473213464027
Approach 1: \ghz CSI input,11.7041250993876,0.971365260604927
Approach 1: \ghz CSI input,12.0252414208996,0.973423946717029
Approach 1: \ghz CSI input,12.3463577424116,0.975899600552418
Approach 1: \ghz CSI input,12.6674740639237,0.980708257915254
Approach 1: \ghz CSI input,12.9885903854357,0.983236529767479
Approach 1: \ghz CSI input,13.3097067069477,0.985728196851163
Approach 1: \ghz CSI input,13.6308230284597,0.986461019025133
Approach 1: \ghz CSI input,13.9519393499717,0.990075282948861
Approach 1: \ghz CSI input,14.2730556714837,0.990723184855276
Approach 1: \ghz CSI input,14.5941719929958,0.991059192512271
Approach 1: \ghz CSI input,14.9152883145078,0.991395200169267
Approach 1: \ghz CSI input,15.2364046360198,0.992671752807145
Approach 1: \ghz CSI input,15.5575209575318,0.993162455426541
Approach 1: \ghz CSI input,15.8786372790438,0.993536596811938
Approach 1: \ghz CSI input,16.1997536005558,0.993910738197335
Approach 1: \ghz CSI input,16.5208699220679,0.994853835613739
Approach 1: \ghz CSI input,16.8419862435799,0.995956907511895
Approach 1: \ghz CSI input,17.1631025650919,0.996603664431575
Approach 1: \ghz CSI input,17.4842188866039,0.996943663841309
Approach 1: \ghz CSI input,17.8053352081159,0.997283663251042
Approach 1: \ghz CSI input,18.1264515296279,0.997613763850745
Approach 1: \ghz CSI input,18.44756785114,0.997798982203618
Approach 1: \ghz CSI input,18.768684172652,0.99798420055649
Approach 1: \ghz CSI input,19.089800494164,0.998169418909363
Approach 1: \ghz CSI input,19.410916815676,0.998354637262235
Approach 1: \ghz CSI input,19.732033137188,0.998539855615108
Approach 1: \ghz CSI input,20.0531494587,0.99872507396798
Approach 1: \ghz CSI input,20.3742657802121,0.998815231891067
Approach 1: \ghz CSI input,20.6953821017241,0.998839410832065
Approach 1: \ghz CSI input,21.0164984232361,0.998863589773064
Approach 1: \ghz CSI input,21.3376147447481,0.998887768714063
Approach 1: \ghz CSI input,21.6587310662601,0.998911947655061
Approach 1: \ghz CSI input,21.9798473877721,0.99893612659606
Approach 1: \ghz CSI input,22.3009637092842,0.998960305537059
Approach 1: \ghz CSI input,22.6220800307962,0.998984484478057
Approach 1: \ghz CSI input,22.9431963523082,0.999008663419056
Approach 1: \ghz CSI input,23.2643126738202,0.999032842360054
Approach 1: \ghz CSI input,23.5854289953322,0.999057021301053
Approach 1: \ghz CSI input,23.9065453168442,0.999081200242052
Approach 1: \ghz CSI input,24.2276616383562,0.99910537918305
Approach 1: \ghz CSI input,24.5487779598683,0.999129558124049
Approach 1: \ghz CSI input,24.8698942813803,0.999153737065048
Approach 1: \ghz CSI input,25.1910106028923,0.999177916006046
Approach 1: \ghz CSI input,25.5121269244043,0.999202094947045
Approach 1: \ghz CSI input,25.8332432459163,0.999226273888044
Approach 1: \ghz CSI input,26.1543595674283,0.999250452829042
Approach 1: \ghz CSI input,26.4754758889404,0.999274631770041
Approach 1: \ghz CSI input,26.7965922104524,0.999298810711039
Approach 1: \ghz CSI input,27.1177085319644,0.999322989652038
Approach 1: \ghz CSI input,27.4388248534764,0.999347168593037
Approach 1: \ghz CSI input,27.7599411749884,0.999371347534035
Approach 1: \ghz CSI input,28.0810574965004,0.999395526475034
Approach 1: \ghz CSI input,28.4021738180125,0.999419705416033
Approach 1: \ghz CSI input,28.7232901395245,0.999443884357031
Approach 1: \ghz CSI input,29.0444064610365,0.99946806329803
Approach 1: \ghz CSI input,29.3655227825485,0.999492242239029
Approach 1: \ghz CSI input,29.6866391040605,0.999516421180027
Approach 1: \ghz CSI input,30.0077554255725,0.999540600121026
Approach 1: \ghz CSI input,30.3288717470846,0.999564779062024
Approach 1: \ghz CSI input,30.6499880685966,0.999588958003023
Approach 1: \ghz CSI input,30.9711043901086,0.999613136944022
Approach 1: \ghz CSI input,31.2922207116206,0.99963731588502
Approach 1: \ghz CSI input,31.6133370331326,0.999661494826019
Approach 1: \ghz CSI input,31.9344533546446,0.999685673767018
Approach 1: \ghz CSI input,32.2555696761567,0.999709852708016
Approach 1: \ghz CSI input,32.5766859976687,0.999734031649015
Approach 1: \ghz CSI input,32.8978023191807,0.999758210590014
Approach 1: \ghz CSI input,33.2189186406927,0.999782389531012
Approach 1: \ghz CSI input,33.5400349622047,0.999806568472011
Approach 1: \ghz CSI input,33.8611512837167,0.999830747413009
Approach 1: \ghz CSI input,34.1822676052288,0.999854926354008
Approach 1: \ghz CSI input,34.5033839267408,0.999879105295007
Approach 1: \ghz CSI input,34.8245002482528,0.999903284236005
Approach 1: \ghz CSI input,35.1456165697648,0.999927463177004
Approach 1: \ghz CSI input,35.4667328912768,0.999951642118003
Approach 1: \ghz CSI input,35.7878492127888,0.999975821059001
Approach 1: \ghz CSI input,36.1089655343009,1.0
"Approach 1, \thz CSI input",-27.7931824465904,0.00119904076738609
"Approach 1, \thz CSI input",-27.5520874942009,0.00454867089479402
"Approach 1, \thz CSI input",-27.3109925418114,0.00749635864734363
"Approach 1, \thz CSI input",-27.0698975894218,0.0098618786184197
"Approach 1, \thz CSI input",-26.8288026370323,0.0139471356661718
"Approach 1, \thz CSI input",-26.5877076846428,0.0155702227584435
"Approach 1, \thz CSI input",-26.3466127322532,0.0214240544253027
"Approach 1, \thz CSI input",-26.1055177798637,0.022134475030633
"Approach 1, \thz CSI input",-25.8644228274742,0.0226959640484402
"Approach 1, \thz CSI input",-25.6233278750847,0.0255547740413615
"Approach 1, \thz CSI input",-25.3822329226951,0.0283448656041471
"Approach 1, \thz CSI input",-25.1411379703056,0.0303286209259071
"Approach 1, \thz CSI input",-24.9000430179161,0.0339133289133752
"Approach 1, \thz CSI input",-24.6589480655265,0.0367568251469045
"Approach 1, \thz CSI input",-24.417853113137,0.0396154823169328
"Approach 1, \thz CSI input",-24.1767581607475,0.0402365238998165
"Approach 1, \thz CSI input",-23.935663208358,0.0423672751518578
"Approach 1, \thz CSI input",-23.6945682559684,0.0464445838571636
"Approach 1, \thz CSI input",-23.4534733035789,0.0495226366112458
"Approach 1, \thz CSI input",-23.2123783511894,0.0542618109342656
"Approach 1, \thz CSI input",-22.9712833987998,0.0672492438113969
"Approach 1, \thz CSI input",-22.7301884464103,0.0712706212963489
"Approach 1, \thz CSI input",-22.4890934940208,0.0782789387453359
"Approach 1, \thz CSI input",-22.2479985416313,0.0817964699460742
"Approach 1, \thz CSI input",-22.0069035892417,0.084526520706519
"Approach 1, \thz CSI input",-21.7658086368522,0.0874134619449005
"Approach 1, \thz CSI input",-21.5247136844627,0.0905191824079994
"Approach 1, \thz CSI input",-21.2836187320731,0.0956922553015191
"Approach 1, \thz CSI input",-21.0425237796836,0.0997474286041802
"Approach 1, \thz CSI input",-20.8014288272941,0.104744313191447
"Approach 1, \thz CSI input",-20.5603338749046,0.106826025153858
"Approach 1, \thz CSI input",-20.319238922515,0.113283970558369
"Approach 1, \thz CSI input",-20.0781439701255,0.115466501656661
"Approach 1, \thz CSI input",-19.837049017736,0.117520468284666
"Approach 1, \thz CSI input",-19.5959540653464,0.119373385696884
"Approach 1, \thz CSI input",-19.3548591129569,0.122197297181463
"Approach 1, \thz CSI input",-19.1137641605674,0.125829730624791
"Approach 1, \thz CSI input",-18.8726692081778,0.129503943026816
"Approach 1, \thz CSI input",-18.6315742557883,0.130188547847386
"Approach 1, \thz CSI input",-18.3904793033988,0.132393278153752
"Approach 1, \thz CSI input",-18.1493843510093,0.14414366701055
"Approach 1, \thz CSI input",-17.9082893986197,0.154858313555167
"Approach 1, \thz CSI input",-17.6671944462302,0.162296777429433
"Approach 1, \thz CSI input",-17.4260994938407,0.169186662612826
"Approach 1, \thz CSI input",-17.1850045414511,0.1726430546562
"Approach 1, \thz CSI input",-16.9439095890616,0.178521117284966
"Approach 1, \thz CSI input",-16.7028146366721,0.184966853702859
"Approach 1, \thz CSI input",-16.4617196842826,0.186654702323814
"Approach 1, \thz CSI input",-16.220624731893,0.201664578424121
"Approach 1, \thz CSI input",-15.9795297795035,0.216400129324939
"Approach 1, \thz CSI input",-15.738434827114,0.226569073831181
"Approach 1, \thz CSI input",-15.4973398747244,0.234789090821996
"Approach 1, \thz CSI input",-15.2562449223349,0.243831162598301
"Approach 1, \thz CSI input",-15.0151499699454,0.254776537629355
"Approach 1, \thz CSI input",-14.7740550175559,0.259199059474061
"Approach 1, \thz CSI input",-14.5329600651663,0.265663018585577
"Approach 1, \thz CSI input",-14.2918651127768,0.270141545296411
"Approach 1, \thz CSI input",-14.0507701603873,0.275865816902371
"Approach 1, \thz CSI input",-13.8096752079977,0.278909798410484
"Approach 1, \thz CSI input",-13.5685802556082,0.280475257124568
"Approach 1, \thz CSI input",-13.3274853032187,0.283854850597342
"Approach 1, \thz CSI input",-13.0863903508292,0.288270785562847
"Approach 1, \thz CSI input",-12.8452953984396,0.293402584259822
"Approach 1, \thz CSI input",-12.6042004460501,0.297523755612364
"Approach 1, \thz CSI input",-12.3631054936606,0.302345780272566
"Approach 1, \thz CSI input",-12.122010541271,0.324011051121994
"Approach 1, \thz CSI input",-11.8809155888815,0.344305297878104
"Approach 1, \thz CSI input",-11.639820636492,0.363017266664456
"Approach 1, \thz CSI input",-11.3987256841024,0.366621155501003
"Approach 1, \thz CSI input",-11.1576307317129,0.371945343277826
"Approach 1, \thz CSI input",-10.9165357793234,0.375303138832955
"Approach 1, \thz CSI input",-10.6754408269339,0.376063476337884
"Approach 1, \thz CSI input",-10.4343458745443,0.377641967734867
"Approach 1, \thz CSI input",-10.1932509221548,0.379858780326113
"Approach 1, \thz CSI input",-9.95215596976528,0.386652778002712
"Approach 1, \thz CSI input",-9.71106101737575,0.388969079342636
"Approach 1, \thz CSI input",-9.46996606498622,0.391227217695615
"Approach 1, \thz CSI input",-9.22887111259669,0.399343344802159
"Approach 1, \thz CSI input",-8.98777616020716,0.400813246176506
"Approach 1, \thz CSI input",-8.74668120781763,0.402394508415242
"Approach 1, \thz CSI input",-8.5055862554281,0.405244789021793
"Approach 1, \thz CSI input",-8.26449130303858,0.407801624576576
"Approach 1, \thz CSI input",-8.02339635064904,0.410805159691325
"Approach 1, \thz CSI input",-7.78230139825952,0.413898846155388
"Approach 1, \thz CSI input",-7.54120644586999,0.422666208957942
"Approach 1, \thz CSI input",-7.30011149348046,0.447117034736125
"Approach 1, \thz CSI input",-7.05901654109093,0.464169586415492
"Approach 1, \thz CSI input",-6.8179215887014,0.482274420270221
"Approach 1, \thz CSI input",-6.57682663631187,0.503088084653965
"Approach 1, \thz CSI input",-6.33573168392234,0.547504807592869
"Approach 1, \thz CSI input",-6.09463673153281,0.567254709084347
"Approach 1, \thz CSI input",-5.85354177914328,0.580231164053052
"Approach 1, \thz CSI input",-5.61244682675376,0.58925521497191
"Approach 1, \thz CSI input",-5.37135187436423,0.59665866273208
"Approach 1, \thz CSI input",-5.1302569219747,0.601214822016939
"Approach 1, \thz CSI input",-4.88916196958517,0.605043293472761
"Approach 1, \thz CSI input",-4.64806701719564,0.607243267243915
"Approach 1, \thz CSI input",-4.40697206480611,0.611768984878434
"Approach 1, \thz CSI input",-4.16587711241658,0.617114206638183
"Approach 1, \thz CSI input",-3.92478216002705,0.624427267671725
"Approach 1, \thz CSI input",-3.68368720763752,0.637977654690646
"Approach 1, \thz CSI input",-3.44259225524799,0.648112545637299
"Approach 1, \thz CSI input",-3.20149730285847,0.66499107679824
"Approach 1, \thz CSI input",-2.96040235046894,0.692566790879852
"Approach 1, \thz CSI input",-2.71930739807941,0.71421585141999
"Approach 1, \thz CSI input",-2.47821244568988,0.731124743709633
"Approach 1, \thz CSI input",-2.23711749330035,0.74237691454974
"Approach 1, \thz CSI input",-1.99602254091082,0.752803153261727
"Approach 1, \thz CSI input",-1.75492758852129,0.761666344825168
"Approach 1, \thz CSI input",-1.51383263613176,0.769271271417979
"Approach 1, \thz CSI input",-1.27273768374224,0.772197511802176
"Approach 1, \thz CSI input",-1.0316427313527,0.774244405728819
"Approach 1, \thz CSI input",-0.790547778963177,0.779281471858387
"Approach 1, \thz CSI input",-0.549452826573649,0.78647295412151
"Approach 1, \thz CSI input",-0.308357874184118,0.791968044553379
"Approach 1, \thz CSI input",-0.0672629217945904,0.793970771275673
"Approach 1, \thz CSI input",0.173832030594941,0.799379154901842
"Approach 1, \thz CSI input",0.414926982984468,0.802173166082375
"Approach 1, \thz CSI input",0.656021935373996,0.805363687194669
"Approach 1, \thz CSI input",0.897116887763527,0.806526187174092
"Approach 1, \thz CSI input",1.13821184015305,0.808892780232999
"Approach 1, \thz CSI input",1.37930679254258,0.810045155598865
